               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 479,            0.019583,           0.0071536,           0.0053236,             0.99949,                   1,               0.995,             0.94881,           0.0054568,           0.0018359,          0.00031452,           0.0005356,           0.0005356,           0.0005356
                 480,            0.016081,           0.0070741,           0.0031675,             0.99949,                   1,               0.995,             0.94881,           0.0054568,           0.0018359,          0.00031452,           0.0005158,           0.0005158,           0.0005158
                 481,            0.016765,           0.0076636,           0.0038815,             0.99951,                   1,               0.995,              0.9371,           0.0057504,           0.0018261,          0.00030928,            0.000496,            0.000496,            0.000496
                 482,            0.015015,           0.0066832,           0.0016582,             0.99951,                   1,               0.995,              0.9371,           0.0057504,           0.0018261,          0.00030928,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014916,            0.008465,           0.0030345,              0.9997,                   1,               0.995,             0.93907,           0.0058218,           0.0018185,          0.00030694,           0.0004564,           0.0004564,           0.0004564
                 484,            0.016198,           0.0081574,           0.0043126,              0.9997,                   1,               0.995,             0.93907,           0.0058218,           0.0018185,          0.00030694,           0.0004366,           0.0004366,           0.0004366
                 485,            0.023073,           0.0091928,           0.0086562,             0.99965,                   1,               0.995,             0.93906,           0.0057399,           0.0018141,          0.00030527,           0.0004168,           0.0004168,           0.0004168
                 486,             0.01598,           0.0065265,           0.0028114,             0.99965,                   1,               0.995,             0.93906,           0.0057399,           0.0018141,          0.00030527,            0.000397,            0.000397,            0.000397
                 487,            0.020042,           0.0065265,           0.0029247,             0.99959,                   1,               0.995,             0.91202,           0.0058208,           0.0018167,          0.00030825,           0.0003772,           0.0003772,           0.0003772
                 488,            0.014944,           0.0065965,           0.0019208,             0.99959,                   1,               0.995,             0.91202,           0.0058208,           0.0018167,          0.00030825,           0.0003574,           0.0003574,           0.0003574
                 489,            0.021966,           0.0069135,            0.010258,             0.99945,                   1,               0.995,             0.89903,           0.0058697,            0.001837,          0.00030892,           0.0003376,           0.0003376,           0.0003376
                 490,            0.016812,           0.0073981,            0.006397,             0.99945,                   1,               0.995,             0.89903,           0.0058697,            0.001837,          0.00030892,           0.0003178,           0.0003178,           0.0003178
                 491,            0.016219,           0.0068936,           0.0030627,             0.99945,                   1,               0.995,             0.90579,           0.0057274,           0.0018339,          0.00030763,            0.000298,            0.000298,            0.000298
                 492,            0.021401,           0.0078257,           0.0080414,             0.99945,                   1,               0.995,             0.90579,           0.0057274,           0.0018339,          0.00030763,           0.0002782,           0.0002782,           0.0002782
                 493,            0.015308,              0.0072,           0.0017461,             0.99957,                   1,               0.995,             0.91181,           0.0056409,           0.0018328,          0.00030789,           0.0002584,           0.0002584,           0.0002584
                 494,             0.01904,           0.0057225,           0.0046576,             0.99957,                   1,               0.995,             0.91181,           0.0056409,           0.0018328,          0.00030789,           0.0002386,           0.0002386,           0.0002386
                 495,             0.01745,           0.0081305,           0.0061991,              0.9995,                   1,               0.995,             0.92839,           0.0056198,           0.0018372,           0.0003098,           0.0002188,           0.0002188,           0.0002188
                 496,            0.014919,           0.0071412,           0.0024029,              0.9995,                   1,               0.995,             0.92839,           0.0056198,           0.0018372,           0.0003098,            0.000199,            0.000199,            0.000199
                 497,            0.015883,           0.0077542,             0.00614,             0.99946,                   1,               0.995,             0.92643,           0.0055716,           0.0018316,          0.00030958,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010454,           0.0062721,           0.0012495,             0.99946,                   1,               0.995,             0.92643,           0.0055716,           0.0018316,          0.00030958,           0.0001594,           0.0001594,           0.0001594
                 499,            0.018493,           0.0075105,           0.0042591,              0.9995,                   1,               0.995,             0.92644,           0.0055633,           0.0018355,          0.00031322,           0.0001396,           0.0001396,           0.0001396
